"SYMBOL
","OPEN
","HIGH
","LOW
","PREV. CLOSE
","LTP
","INDICATIVE CLOSE
","CHNG
","%CHNG
","VOLUME
(shares)","VALUE
 (₹ Crores)","52W H
","52W L
","30 D   %CHNG
","365 D % CHNG
 21-Dec-2023"
"GNFC","600.00","603.75","582.10","600.00","586.30","-","-13.70","-2.28","4,93,071","29.18","814.90","524.00","4.05","-19.82"
"COALINDIA","393.00","393.70","380.50","391.95","383.00","-","-8.95","-2.28","79,23,854","306.16","543.55","346.10","-7.34","7.45"
"SANDUMA","415.05","418.00","402.55","418.55","408.95","-","-9.60","-2.29","5,37,250","21.96","634.80","330.00","-6.49","-84.19"
"RAINBOW","1,576.60","1,587.45","1,532.00","1,574.65","1,538.00","-","-36.65","-2.33","81,040","12.61","1,709.60","1,075.60","-1.91","38.87"
"LT","3,716.35","3,725.00","3,607.10","3,716.35","3,629.00","-","-87.35","-2.35","27,96,593","1,022.11","3,963.50","3,175.05","3.54","6.01"
"ANANDRATHI","4,180.35","4,180.35","4,012.00","4,147.20","4,049.00","-","-98.20","-2.37","49,311","20.21","4,646.00","2,390.00","0.79","59.43"
"SPANDANA","342.00","343.95","329.70","339.60","331.50","-","-8.10","-2.39","2,94,993","9.92","1,243.20","329.70","-11.60","-67.85"
"DBL","482.25","482.65","466.15","479.95","468.50","-","-11.45","-2.39","1,66,067","7.85","588.00","341.15","8.18","22.33"
"ABSLAMC","819.50","832.00","792.20","819.25","799.70","-","-19.55","-2.39","4,56,165","37.38","911.85","450.25","-2.32","71.01"
"BHEL","242.25","244.95","234.50","242.25","236.45","-","-5.80","-2.39","1,25,07,201","299.26","335.35","165.80","4.17","30.40"
"MANINFRA","237.99","244.36","228.15","237.18","231.50","-","-5.68","-2.39","20,28,765","48.25","250.00","167.16","29.63","18.08"
"CESC","186.97","188.36","182.00","186.97","182.49","-","-4.48","-2.40","48,61,983","90.31","212.49","109.75","7.51","54.34"
"INDGN","608.00","615.05","585.10","606.55","592.00","-","-14.55","-2.40","4,43,045","26.62","736.30","470.10","-7.51","-"
"JUSTDIAL","1,014.45","1,034.05","980.00","1,010.25","986.00","-","-24.25","-2.40","1,92,387","19.30","1,395.00","764.00","-8.58","26.24"
"DIXON","18,499.00","18,499.00","17,770.55","18,401.95","17,960.00","-","-441.95","-2.40","4,02,529","727.66","19,148.90","5,782.85","20.63","175.16"
"EASEMYTRIP","16.68","16.82","16.03","16.58","16.18","-","-0.40","-2.41","1,49,37,170","24.51","27.00","14.21","-46.35","-57.70"
"RALLIS","302.45","303.35","293.20","300.45","293.20","-","-7.25","-2.41","6,38,627","19.02","378.70","231.00","-4.26","19.84"
"HNDFDS","552.00","556.20","543.00","556.50","543.05","-","-13.45","-2.42","4,14,549","22.77","686.40","467.00","0.92","-0.56"
"FSL","368.50","376.50","355.20","365.60","356.75","-","-8.85","-2.42","38,93,015","143.22","391.50","172.20","5.12","94.82"
"NAVA","1,011.35","1,030.00","975.00","1,014.60","990.00","-","-24.60","-2.42","1,71,671","17.16","1,347.80","435.00","5.18","118.71"
"UTKARSHBNK","36.30","36.69","35.16","36.29","35.41","-","-0.88","-2.42","12,46,176","4.46","68.30","34.65","-0.06","-30.89"
"JIOFIN","314.75","314.75","302.80","313.00","305.40","-","-7.60","-2.43","1,96,69,669","605.92","394.70","229.00","-4.71","27.86"
"LAURUSLABS","572.80","575.00","556.30","572.55","558.50","-","-14.05","-2.45","12,86,282","72.70","593.00","360.85","14.36","40.80"
"CIEINDIA","476.70","477.45","458.65","476.70","465.00","-","-11.70","-2.45","1,47,538","6.88","622.40","406.80","-1.32","-0.95"
"TATAPOWER","412.60","415.40","400.05","412.60","402.40","-","-10.20","-2.47","1,02,05,219","415.44","494.85","312.70","-1.72","22.08"
"ORIENTELEC","251.21","257.00","238.60","250.19","244.00","-","-6.19","-2.47","3,50,863","8.74","297.10","189.00","6.79","6.25"
"IDBI","78.20","78.63","75.80","77.86","75.93","-","-1.93","-2.48","42,15,842","32.54","107.90","63.40","-2.12","15.37"
"NAUKRI","8,775.00","8,894.90","8,456.95","8,697.05","8,481.00","-","-216.05","-2.48","3,42,795","296.13","8,947.45","4,862.20","11.41","69.73"
"ELECON","620.40","623.65","597.00","617.85","602.50","-","-15.35","-2.48","1,70,607","10.36","739.10","395.15","5.00","-32.38"
"SJVN","114.30","115.34","111.00","114.27","111.43","-","-2.84","-2.49","48,65,491","55.18","170.50","81.05","5.40","24.00"
"IRCTC","803.00","812.70","781.00","805.55","785.50","-","-20.05","-2.49","13,90,018","110.47","1,138.90","781.00","-1.98","-9.67"
"BLUEJET","590.30","590.30","559.65","580.45","566.00","-","-14.45","-2.49","4,72,816","27.11","603.00","324.00","2.60","57.33"
"GODREJAGRO","750.00","752.35","723.50","747.65","729.00","-","-18.65","-2.49","1,17,404","8.66","876.70","476.05","0.10","32.22"
"CHOLAHLDNG","1,478.45","1,506.35","1,430.70","1,470.70","1,434.00","-","-36.70","-2.50","5,68,495","82.55","2,154.95","989.05","-7.26","40.23"
"ABCAPITAL","190.65","192.00","185.15","190.65","185.89","-","-4.76","-2.50","29,07,999","54.95","246.90","155.00","0.78","16.97"
"GUJALKALI","769.45","771.10","733.90","764.10","745.00","-","-19.10","-2.50","29,019","2.19","900.00","645.00","-2.19","0.53"
"KESORAMIND","226.00","226.07","219.19","225.95","220.30","-","-5.65","-2.50","7,05,858","15.70","235.98","159.00","7.02","31.86"
"BECTORFOOD","1,705.00","1,713.40","1,629.45","1,700.60","1,658.00","-","-42.60","-2.50","1,00,917","16.75","2,200.00","964.30","-2.20","42.46"
"SCHNEIDER","817.55","822.50","781.00","816.20","795.75","-","-20.45","-2.51","2,46,126","19.64","980.00","381.30","7.74","93.74"
"FUSION","180.95","180.95","173.50","178.49","174.00","-","-4.49","-2.52","1,47,227","2.59","674.85","160.68","2.69","-69.25"
"NATIONALUM","220.98","223.44","214.11","220.87","215.30","-","-5.57","-2.52","1,52,99,768","335.16","262.99","102.30","-10.38","95.07"
"EPL","275.60","278.70","261.35","273.40","266.50","-","-6.90","-2.52","7,09,586","19.25","289.90","169.60","1.90","34.37"
"AARTIIND","417.70","423.45","402.10","415.50","405.00","-","-10.50","-2.53","21,08,623","86.48","769.25","402.10","-7.14","-31.92"
"THOMASCOOK","212.77","212.77","203.00","210.02","204.71","-","-5.31","-2.53","5,32,420","11.00","264.00","134.70","2.11","43.91"
"NESCO","980.00","989.00","951.00","983.05","958.00","-","-25.05","-2.55","58,287","5.62","1,081.90","748.60","-4.43","10.41"
"ASKAUTOLTD","481.30","492.80","465.95","481.30","469.00","-","-12.30","-2.56","2,61,900","12.61","508.95","240.10","7.42","67.86"
"HAPPSTMNDS","731.20","735.15","691.85","725.50","706.95","-","-18.55","-2.56","6,96,095","49.25","961.00","691.85","-4.92","-23.41"
"POLICYBZR","2,155.00","2,155.40","2,060.00","2,144.15","2,089.25","-","-54.90","-2.56","14,34,504","301.01","2,210.00","725.25","22.16","174.81"
"SIGNATURE","1,289.90","1,295.00","1,251.00","1,286.40","1,253.40","-","-33.00","-2.57","5,88,414","74.40","1,647.00","775.00","-2.48","55.40"
"SYMPHONY","1,354.30","1,364.00","1,317.00","1,351.75","1,317.05","-","-34.70","-2.57","93,997","12.63","1,880.95","820.00","-5.02","51.17"
"VSTIND","347.00","349.75","333.85","343.35","334.50","-","-8.85","-2.58","1,27,675","4.36","486.15","297.13","5.20","-89.99"
"INOXINDIA","1,122.00","1,125.05","1,085.60","1,123.95","1,094.95","-","-29.00","-2.58","62,708","6.93","1,506.90","801.55","-7.47","16.22"
"SWANENERGY","765.10","788.00","736.85","760.90","741.15","-","-19.75","-2.60","72,01,613","550.36","809.80","437.10","37.25","49.96"
"KEI","4,269.00","4,303.45","4,141.00","4,269.00","4,158.00","-","-111.00","-2.60","2,51,027","105.74","5,039.70","2,822.45","8.43","40.76"
"YESBANK","20.37","20.50","19.75","20.36","19.83","-","-0.53","-2.60","7,60,96,639","153.11","32.85","19.02","1.38","-6.24"
"AFFLE","1,785.00","1,785.75","1,704.00","1,769.10","1,723.00","-","-46.10","-2.61","4,71,749","81.65","1,884.00","998.20","9.72","41.47"
"INOXGREEN","170.68","176.00","165.18","171.27","166.80","-","-4.47","-2.61","14,76,599","25.33","224.65","92.05","12.32","65.00"
"INDIGOPNTS","1,444.00","1,453.95","1,401.10","1,449.85","1,412.00","-","-37.85","-2.61","33,312","4.75","1,720.30","1,250.00","-6.12","-2.42"
"INDIANB","559.80","559.80","535.20","554.60","540.10","-","-14.50","-2.61","12,10,214","65.97","632.70","391.00","2.70","30.11"
"ACC","2,115.35","2,132.95","2,051.20","2,115.35","2,060.00","-","-55.35","-2.62","2,61,412","54.96","2,844.00","1,868.20","-5.58","-2.08"
"DMART","3,519.95","3,519.95","3,399.00","3,498.15","3,406.50","-","-91.65","-2.62","9,14,445","316.37","5,484.85","3,399.00","-9.17","-13.81"
"JSWENERGY","684.80","686.30","665.00","685.00","667.05","-","-17.95","-2.62","13,14,435","88.99","804.90","397.65","-5.65","60.49"
"IRB","56.39","57.19","54.83","56.38","54.90","-","-1.48","-2.63","1,41,84,031","79.63","78.15","37.40","16.17","32.59"
"DELHIVERY","360.00","362.00","347.80","358.60","349.15","-","-9.45","-2.64","20,51,938","72.83","488.00","325.50","1.55","-9.89"
"PNB","103.05","103.90","100.50","103.52","100.78","-","-2.74","-2.65","3,11,21,919","317.35","142.90","84.75","-0.09","12.15"
"TATAMOTORS","744.30","749.55","721.50","744.05","724.30","-","-19.75","-2.65","1,79,62,656","1,316.43","1,179.00","696.25","-7.55","2.14"
"LATENTVIEW","484.50","494.90","470.25","486.85","473.90","-","-12.95","-2.66","4,75,465","22.92","575.00","430.00","6.38","3.64"
"SBCL","616.45","624.90","600.05","616.45","600.05","-","-16.40","-2.66","82,324","5.00","729.80","460.00","3.60","14.40"
"CHOICEIN","549.40","551.50","530.00","547.60","533.00","-","-14.60","-2.67","3,31,023","17.90","568.90","214.90","0.48","20.88"
"CGCL","192.55","194.75","188.20","193.46","188.30","-","-5.16","-2.67","84,487","1.62","289.25","177.99","-1.01","-75.64"
"COFORGE","9,740.00","9,797.10","9,346.10","9,657.10","9,399.00","-","-258.10","-2.67","5,53,210","527.06","9,797.10","4,287.25","15.45","52.91"
"DALBHARAT","1,851.90","1,862.90","1,795.00","1,851.90","1,802.30","-","-49.60","-2.68","2,17,111","39.63","2,428.60","1,651.40","3.25","-19.55"
"WELENT","585.85","591.75","570.00","587.80","572.00","-","-15.80","-2.69","2,28,262","13.25","619.00","281.55","25.66","83.37"
"PARAS","1,041.00","1,043.45","990.00","1,037.85","1,009.90","-","-27.95","-2.69","1,64,352","16.67","1,592.70","610.00","2.85","40.30"
"SANGHVIMOV","323.75","328.40","306.00","318.95","310.35","-","-8.60","-2.70","3,75,912","11.90","747.48","302.00","-1.25","-63.89"
"GABRIEL","503.60","511.70","487.00","503.60","490.00","-","-13.60","-2.70","1,54,159","7.66","559.55","271.55","14.65","22.02"
"PRICOLLTD","577.95","580.00","553.50","573.40","557.90","-","-15.50","-2.70","5,00,259","28.33","598.80","330.05","22.37","49.62"
"LEMONTREE","157.53","158.00","151.20","157.53","153.25","-","-4.28","-2.72","76,96,760","118.78","159.00","111.80","26.08","29.91"
"GILLETTE","9,740.00","9,740.00","9,362.00","9,687.25","9,424.00","-","-263.25","-2.72","18,439","17.48","10,699.00","5,956.05","1.40","51.89"
"CHAMBLFERT","527.00","531.55","507.90","527.35","513.00","-","-14.35","-2.72","12,15,710","63.20","574.35","321.50","9.85","47.60"
"MFSL","1,135.70","1,143.05","1,102.00","1,133.90","1,103.00","-","-30.90","-2.73","2,73,321","30.54","1,306.45","854.25","-6.76","18.11"
"BEL","298.00","302.10","289.35","298.50","290.35","-","-8.15","-2.73","1,49,64,677","442.51","340.50","164.05","4.25","70.44"
"JCHAC","1,821.10","1,842.50","1,768.00","1,821.10","1,771.00","-","-50.10","-2.75","39,463","7.13","2,620.10","951.35","-5.33","61.38"
"STAR","712.95","735.00","678.05","699.25","680.00","-","-19.25","-2.75","3,86,125","26.93","1,675.00","566.10","-50.99","13.18"
"MIDHANI","358.10","360.00","343.00","357.75","347.90","-","-9.85","-2.75","3,04,102","10.67","547.50","304.80","8.32","-12.63"
"DODLA","1,292.75","1,329.00","1,236.10","1,286.45","1,251.00","-","-35.45","-2.76","33,599","4.26","1,346.10","791.10","5.97","49.20"
"CREDITACC","840.15","842.85","810.00","841.20","818.00","-","-23.20","-2.76","3,12,966","25.82","1,790.75","810.00","-7.99","-50.06"
"JBMA","1,701.40","1,718.45","1,627.95","1,695.70","1,648.90","-","-46.80","-2.76","84,223","14.12","2,428.35","1,349.45","13.68","16.49"
"INDHOTEL","879.05","882.50","851.75","880.05","855.75","-","-24.30","-2.76","18,57,079","160.16","886.20","416.90","13.28","98.93"
"TEJASNET","1,256.00","1,266.50","1,212.00","1,254.75","1,220.00","-","-34.75","-2.77","5,43,547","67.32","1,495.00","651.25","-5.27","43.72"
"BBL","3,845.30","3,845.40","3,672.50","3,805.00","3,699.45","-","-105.55","-2.77","18,281","6.87","5,689.65","1,896.28","-2.04","-5.22"
"KALAMANDIR","173.51","174.89","166.61","172.91","168.10","-","-4.81","-2.78","2,10,024","3.58","294.40","143.92","5.02","-37.19"
"JAICORPLTD","326.65","334.40","315.10","325.10","316.05","-","-9.05","-2.78","6,12,233","19.95","438.30","249.05","7.05","-12.60"
"PCBL","480.70","492.90","461.25","478.25","464.90","-","-13.35","-2.79","29,20,608","140.08","584.40","209.00","19.14","88.16"
"NETWEB","2,890.00","2,890.00","2,730.35","2,869.20","2,789.00","-","-80.20","-2.80","3,13,776","87.92","3,060.00","1,084.30","-2.96","134.05"
"ADVENZYMES","373.90","376.00","361.00","374.40","363.90","-","-10.50","-2.80","2,22,525","8.16","571.00","334.05","-4.39","-3.78"
"INGERRAND","4,260.00","4,295.95","4,081.00","4,264.70","4,145.05","-","-119.65","-2.81","24,832","10.33","5,000.00","2,996.40","-0.76","33.81"
"GREAVESCOT","241.91","247.70","231.10","239.73","233.00","-","-6.73","-2.81","59,20,770","141.38","259.49","112.05","33.14","71.69"
"METROPOLIS","2,118.65","2,131.15","2,052.15","2,126.40","2,066.70","-","-59.70","-2.81","71,204","14.83","2,318.30","1,450.00","1.85","20.39"
"CELLO","792.20","796.95","765.15","792.10","769.85","-","-22.25","-2.81","1,28,539","9.98","1,025.00","711.20","-0.93","0.07"
"HEIDELBERG","215.00","216.40","208.31","215.34","209.26","-","-6.08","-2.82","1,25,523","2.66","258.00","189.95","-1.23","-7.09"
"BSOFT","596.40","602.55","572.00","589.65","573.00","-","-16.65","-2.82","41,87,693","244.41","861.85","536.30","4.50","-20.21"
"AVANTIFEED","638.70","651.70","613.00","637.00","619.00","-","-18.00","-2.83","3,63,079","22.88","793.00","395.45","0.63","55.37"
"CHALET","1,004.10","1,010.35","968.15","1,007.55","979.00","-","-28.55","-2.83","3,59,199","35.44","1,052.45","628.55","16.43","50.35"
"TVSMOTOR","2,470.00","2,470.00","2,381.75","2,459.65","2,389.90","-","-69.75","-2.84","5,75,609","139.58","2,958.00","1,873.00","-1.55","22.92"
"LLOYDSENGG","78.89","80.40","76.75","79.25","77.00","-","-2.25","-2.84","23,45,428","18.46","93.40","39.60","11.99","-"
"ELECTCAST","147.99","149.59","141.01","147.18","143.00","-","-4.18","-2.84","22,58,314","32.65","236.60","106.00","-3.78","27.95"
"BOSCHLTD","35,534.50","35,934.45","34,465.95","35,534.30","34,524.90","-","-1,009.40","-2.84","19,486","68.36","39,088.80","21,331.00","0.80","59.90"
"IIFL","421.70","423.55","405.00","419.65","407.70","-","-11.95","-2.85","16,50,941","68.27","652.23","304.13","-2.17","-31.57"
"RHIM","530.00","534.80","507.00","533.20","518.00","-","-15.20","-2.85","1,58,603","8.23","824.00","490.00","-0.57","-34.33"
"ABFRL","291.00","293.75","281.15","290.30","282.00","-","-8.30","-2.86","17,78,327","50.92","364.40","198.75","-2.42","28.74"
"TRIVENI","467.85","477.45","450.30","468.40","455.00","-","-13.40","-2.86","7,74,146","36.09","518.00","267.50","24.12","33.87"
"PEL","1,125.20","1,130.00","1,090.05","1,122.55","1,090.25","-","-32.30","-2.88","5,85,097","65.13","1,275.00","736.60","3.16","24.03"
"GOKEX","1,225.15","1,225.15","1,174.10","1,225.25","1,189.95","-","-35.30","-2.88","3,00,477","36.00","1,262.15","686.70","35.94","33.74"
"UPL","520.00","522.60","501.50","518.35","503.40","-","-14.95","-2.88","28,51,827","144.85","600.96","430.58","-7.74","-12.63"
"KSCL","915.25","962.30","867.00","912.95","886.60","-","-26.35","-2.89","1,17,312","10.45","1,201.00","598.60","4.81","43.71"
"SAMHI","203.95","203.99","195.65","202.66","196.80","-","-5.86","-2.89","15,54,293","30.83","237.85","146.50","4.65","19.24"
"ZYDUSWELL","1,977.00","2,002.80","1,895.00","1,970.70","1,913.70","-","-57.00","-2.89","33,112","6.46","2,484.00","1,440.15","-1.70","21.46"
"TVSSCS","180.00","181.00","172.51","178.52","173.35","-","-5.17","-2.90","4,98,045","8.79","217.58","145.00","-5.06","-12.82"
"JKTYRE","396.70","398.45","379.05","395.30","383.85","-","-11.45","-2.90","5,00,237","19.45","553.95","355.15","0.21","-0.41"
"ADANIENT","2,429.00","2,453.85","2,333.00","2,419.35","2,349.20","-","-70.15","-2.90","13,37,016","321.39","3,743.90","2,025.00","-16.89","-16.24"
"TEGA","1,675.00","1,700.00","1,589.75","1,660.85","1,612.60","-","-48.25","-2.91","44,180","7.19","2,328.90","1,013.25","-11.08","49.95"
"HGINFRA","1,496.35","1,503.95","1,426.00","1,493.40","1,450.00","-","-43.40","-2.91","65,971","9.62","1,879.90","805.10","12.78","69.48"
"CRAFTSMAN","5,387.55","5,401.05","5,113.35","5,365.35","5,209.00","-","-156.35","-2.91","91,716","48.08","7,121.25","3,782.05","3.67","-3.77"
"ALOKINDS","21.86","22.13","21.00","21.83","21.19","-","-0.64","-2.93","57,81,024","12.48","39.05","19.86","2.77","-1.76"
"ASTRAL","1,780.00","1,795.65","1,727.75","1,782.30","1,730.00","-","-52.30","-2.93","2,92,728","51.54","2,454.00","1,695.50","0.32","-7.94"
"HEMIPROP","175.60","176.16","169.00","175.16","170.00","-","-5.16","-2.95","3,92,955","6.78","264.95","143.50","5.04","12.03"
"JSL","745.95","746.90","716.60","739.20","717.40","-","-21.80","-2.95","7,68,129","56.24","848.00","504.35","4.93","33.54"
"TEXRAIL","222.33","225.00","212.00","221.43","214.89","-","-6.54","-2.95","15,64,710","34.05","296.49","142.00","7.10","25.80"
"TTML","81.50","82.80","77.32","80.73","78.34","-","-2.39","-2.96","86,34,374","68.73","111.40","65.05","13.88","-13.02"
"HDFCAMC","4,399.00","4,435.35","4,214.30","4,394.20","4,263.95","-","-130.25","-2.96","4,18,696","181.04","4,864.00","3,050.05","1.73","35.39"
"CANFINHOME","771.90","772.85","745.50","770.55","747.65","-","-22.90","-2.97","5,17,033","39.06","951.75","680.00","-10.20","-1.59"
"PVRINOX","1,423.00","1,428.00","1,378.00","1,421.25","1,379.00","-","-42.25","-2.97","5,43,172","76.02","1,826.70","1,204.20","-6.33","-20.53"
"HATHWAY","17.14","17.24","16.50","17.14","16.63","-","-0.51","-2.98","34,00,236","5.73","27.95","14.82","-9.33","-23.28"
"HOMEFIRST","1,025.00","1,038.80","998.00","1,031.75","1,001.00","-","-30.75","-2.98","1,86,902","18.86","1,383.30","776.65","-4.93","1.08"
"TRENT","7,125.00","7,188.00","6,789.40","7,092.00","6,880.00","-","-212.00","-2.99","7,68,861","535.34","8,345.00","2,879.50","6.35","131.17"
"ORCHPHARMA","1,840.25","1,841.10","1,770.60","1,829.90","1,775.00","-","-54.90","-3.00","61,250","10.97","1,841.10","675.20","24.27","151.43"
"GHCL","681.00","687.55","652.55","679.40","659.00","-","-20.40","-3.00","2,29,289","15.33","759.40","434.95","13.93","16.34"
"IRFC","152.19","154.19","148.00","152.84","148.25","-","-4.59","-3.00","1,63,36,702","246.78","229.00","87.10","2.22","50.14"
"HARSHA","518.00","530.95","500.00","516.55","501.00","-","-15.55","-3.01","65,432","3.36","613.85","360.10","4.25","28.79"
"GMRAIRPORT","81.60","81.60","78.00","80.63","78.20","-","-2.43","-3.01","1,00,82,347","80.12","103.75","69.60","-","-"
"SEQUENT","182.00","186.00","175.10","182.50","176.99","-","-5.51","-3.02","2,84,706","5.13","240.70","92.05","-9.12","-"
"KNRCON","335.95","339.40","321.10","335.95","325.80","-","-10.15","-3.02","5,21,527","17.28","415.40","236.75","4.28","25.15"
"TEAMLEASE","3,010.95","3,012.80","2,875.80","2,965.50","2,875.80","-","-89.70","-3.02","24,591","7.25","3,700.00","2,539.70","7.55","1.73"
"GMMPFAUDLR","1,244.00","1,250.90","1,201.20","1,246.75","1,209.00","-","-37.75","-3.03","1,43,789","17.67","1,663.40","1,143.10","0.76","-24.24"
"KALYANKJIL","744.50","747.85","715.35","742.45","719.90","-","-22.55","-3.04","33,19,528","241.27","786.25","314.25","2.55","119.80"
"HERITGFOOD","490.50","492.40","470.05","490.45","475.50","-","-14.95","-3.05","2,73,879","13.18","727.35","243.00","1.53","78.39"
"CLEAN","1,488.95","1,507.00","1,436.25","1,482.00","1,436.80","-","-45.20","-3.05","2,02,460","29.90","1,690.00","1,243.00","12.42","-1.38"
"RATEGAIN","730.30","730.30","692.25","723.10","701.00","-","-22.10","-3.06","1,38,263","9.81","921.70","635.55","0.72","-5.18"
"TATACHEM","1,062.40","1,064.90","1,021.00","1,059.55","1,026.95","-","-32.60","-3.08","7,56,678","78.72","1,349.00","933.00","-3.69","1.90"
"VEDL","492.25","494.50","475.00","492.30","477.15","-","-15.15","-3.08","1,37,86,961","667.23","526.95","249.10","7.60","86.46"
"WESTLIFE","846.05","847.45","816.05","846.05","820.00","-","-26.05","-3.08","1,39,500","11.57","957.00","674.45","14.14","0.89"
"EIDPARRY","981.75","983.85","941.50","981.75","951.50","-","-30.25","-3.08","6,50,007","62.58","997.00","536.90","16.65","72.35"
"IDEAFORGE","601.05","608.00","585.80","604.65","586.00","-","-18.65","-3.08","1,23,215","7.36","886.00","535.00","0.07","-28.93"
"WSTCSTPAPR","581.00","589.90","554.50","578.70","560.85","-","-17.85","-3.08","2,84,948","16.24","815.00","524.10","-0.10","-23.64"
"LANDMARK","649.80","649.80","624.15","646.35","626.40","-","-19.95","-3.09","66,395","4.24","905.00","541.20","-0.82","-20.29"
"SUVENPHAR","1,214.45","1,223.00","1,162.70","1,216.50","1,178.90","-","-37.60","-3.09","2,18,796","26.16","1,360.00","585.20","-7.38","75.37"
"MUTHOOTFIN","2,154.00","2,154.00","2,070.75","2,136.85","2,070.75","-","-66.10","-3.09","4,14,899","86.95","2,154.00","1,261.90","9.45","42.78"
"RVNL","451.55","453.60","430.05","448.45","434.55","-","-13.90","-3.10","29,77,111","131.36","647.00","165.60","0.25","144.22"
"RAIN","178.09","182.65","171.47","177.69","172.18","-","-5.51","-3.10","23,27,668","40.92","219.60","130.05","15.62","19.67"
"TIRUMALCHM","346.90","346.95","328.65","344.75","334.05","-","-10.70","-3.10","4,39,707","14.70","394.95","195.70","2.99","63.88"
"VOLTAS","1,739.55","1,755.00","1,679.20","1,738.25","1,684.15","-","-54.10","-3.11","8,13,116","139.17","1,944.90","908.00","-0.01","78.91"
"JINDALSAW","314.35","314.95","297.70","313.25","303.50","-","-9.75","-3.11","9,53,453","29.17","383.85","189.98","-0.30","-28.07"
"VTL","546.00","550.00","521.05","543.00","526.05","-","-16.95","-3.12","2,47,883","13.24","592.00","374.90","17.11","34.48"
"SURYAROSNI","564.00","568.00","545.15","566.30","548.55","-","-17.75","-3.13","1,22,754","6.84","841.65","467.55","-3.08","-5.32"
"CANBK","102.55","103.29","99.37","102.90","99.67","-","-3.23","-3.14","1,94,35,112","196.59","128.90","82.69","1.84","-76.94"
"SONATSOFTW","665.95","670.95","628.35","658.95","638.20","-","-20.75","-3.15","3,50,516","22.73","870.00","469.60","16.22","-14.68"
"MANKIND","2,907.80","2,908.00","2,755.00","2,891.05","2,800.00","-","-91.05","-3.15","6,71,820","190.44","2,922.90","1,851.05","8.97","47.32"
"KRBL","308.55","312.40","295.10","308.75","299.00","-","-9.75","-3.16","4,73,075","14.38","386.20","258.15","3.74","-15.86"
"MOTILALOFS","956.15","959.65","915.50","953.20","923.00","-","-30.20","-3.17","17,94,402","168.04","1,064.00","297.64","2.23","-26.97"
"INDIAGLYCO","1,376.70","1,411.00","1,325.10","1,376.70","1,332.90","-","-43.80","-3.18","82,380","11.26","1,548.95","678.55","16.46","80.61"
"ANURAS","730.90","735.55","712.55","736.00","712.55","-","-23.45","-3.19","71,724","5.21","1,106.30","672.80","-1.76","-29.72"
"ETHOSLTD","3,253.20","3,279.00","3,081.35","3,236.20","3,133.00","-","-103.20","-3.19","19,843","6.25","3,524.95","1,800.00","4.42","64.71"
"CAMS","5,144.90","5,185.85","4,934.00","5,113.45","4,950.00","-","-163.45","-3.20","3,03,247","153.18","5,367.50","2,618.05","9.10","82.56"
"TATACOMM","1,768.00","1,785.40","1,704.20","1,768.00","1,711.45","-","-56.55","-3.20","3,02,890","52.54","2,175.00","1,585.55","-1.51","-1.07"
"KIRLOSBROS","2,249.05","2,261.45","2,152.00","2,262.05","2,189.65","-","-72.40","-3.20","69,395","15.26","2,684.00","837.00","-1.19","141.07"
"EIHOTEL","426.90","431.35","410.45","427.20","413.50","-","-13.70","-3.21","4,85,065","20.27","502.20","222.45","15.20","75.65"
"NBCC","97.10","97.90","93.30","97.10","93.98","-","-3.12","-3.21","58,89,049","56.49","139.83","48.33","5.13","20.75"
"MGL","1,258.00","1,264.25","1,209.95","1,259.65","1,219.00","-","-40.65","-3.23","4,11,005","50.76","1,988.00","1,075.25","7.93","2.24"
"INDUSTOWER","346.50","348.75","335.20","346.40","335.20","-","-11.20","-3.23","70,46,688","240.83","460.35","176.55","2.73","81.87"
"AGI","1,290.00","1,307.90","1,217.20","1,284.45","1,242.85","-","-41.60","-3.24","3,42,198","42.79","1,307.90","610.40","34.98","51.45"
"M&M","3,014.65","3,025.00","2,886.35","3,014.65","2,916.95","-","-97.70","-3.24","80,46,336","2,350.98","3,222.10","1,575.00","-1.44","77.88"
"OPTIEMUS","730.00","759.80","710.00","743.15","719.00","-","-24.15","-3.25","65,757","4.80","873.80","215.80","19.76","-"
"STLTECH","121.75","123.30","117.35","121.72","117.75","-","-3.97","-3.26","15,26,026","18.35","155.05","109.50","2.42","-18.12"
"GRAVITA","2,424.00","2,474.85","2,310.10","2,404.50","2,325.95","-","-78.55","-3.27","8,66,632","208.12","2,700.00","730.00","11.32","123.99"
"NAZARA","1,043.20","1,054.90","985.00","1,033.80","1,000.00","-","-33.80","-3.27","4,00,389","40.87","1,117.00","591.50","7.65","13.82"
"KARURVYSYA","230.00","230.89","220.00","228.48","221.00","-","-7.48","-3.27","12,51,198","27.95","246.00","157.15","1.88","34.97"
"TRITURBINE","787.55","787.55","744.55","779.65","754.00","-","-25.65","-3.29","19,69,842","149.75","885.00","350.35","9.11","86.89"
"PRINCEPIPE","419.30","422.40","404.00","417.75","404.00","-","-13.75","-3.29","2,26,567","9.32","776.00","404.00","-7.72","-43.89"
"SONACOMS","609.60","614.45","586.55","609.60","589.50","-","-20.10","-3.30","15,90,527","94.77","768.65","531.60","-13.51","2.98"
"FDC","508.10","515.35","487.10","509.05","492.25","-","-16.80","-3.30","1,02,990","5.16","658.85","378.20","0.73","26.94"
"POLYMED","2,676.65","2,722.95","2,566.00","2,654.10","2,566.45","-","-87.65","-3.30","2,67,186","70.17","3,357.80","1,361.00","-0.46","77.94"
